id,timestamp,experiment_id,original_file_path,corrected_file_path,correction_distance,class_name
1,"2025-08-13 20:44:08",llama3-70b-8192_org_springframework_samples_petclinic_owner_pet_guided_tree_of_thought_89eee8a3,outputs/llama3-70b-8192_org_springframework_samples_petclinic_owner_pet_guided_tree_of_thought_89eee8a3/attempt_2.java,outputs/llama3-70b-8192_org_springframework_samples_petclinic_owner_pet_guided_tree_of_thought_89eee8a3/Corrected_attempt.java,0.30855614973262,GeneratedTest_llama3_70b_8192_org_springframework_samples_petclinic_owner_pet_guided_tree_of_thought_89eee8a3
2,"2025-08-13 20:44:08",llama3-70b-8192_org_springframework_samples_petclinic_owner_visitcontroller_chain_of_thought_540c234f,outputs/llama3-70b-8192_org_springframework_samples_petclinic_owner_visitcontroller_chain_of_thought_540c234f/attempt_2.java,outputs/llama3-70b-8192_org_springframework_samples_petclinic_owner_visitcontroller_chain_of_thought_540c234f/Corrected_attempt.java,0.0159151193633952,GeneratedTest_llama3_70b_8192_org_springframework_samples_petclinic_owner_visitcontroller_chain_of_thought_540c234f
3,"2025-08-13 20:44:08",llama3-70b-8192_org_springframework_samples_petclinic_owner_ownercontroller_constraint_based_26851da3,outputs/llama3-70b-8192_org_springframework_samples_petclinic_owner_ownercontroller_constraint_based_26851da3/attempt_2.java,outputs/llama3-70b-8192_org_springframework_samples_petclinic_owner_ownercontroller_constraint_based_26851da3/Corrected_attempt.java,0.0113569610338751,GeneratedTest_llama3_70b_8192_org_springframework_samples_petclinic_owner_ownercontroller_constraint_based_26851da3
4,"2025-08-13 20:44:08",llama3-70b-8192_org_springframework_samples_petclinic_owner_petvalidator_role_playing_90c64276,outputs/llama3-70b-8192_org_springframework_samples_petclinic_owner_petvalidator_role_playing_90c64276/attempt_2.java,outputs/llama3-70b-8192_org_springframework_samples_petclinic_owner_petvalidator_role_playing_90c64276/Corrected_attempt.java,0.159251559251559,GeneratedTest_llama3_70b_8192_org_springframework_samples_petclinic_owner_petvalidator_role_playing_90c64276
5,"2025-08-13 20:44:08",llama3-70b-8192_org_springframework_samples_petclinic_owner_visitcontroller_constraint_based_3e7fef1f,outputs/llama3-70b-8192_org_springframework_samples_petclinic_owner_visitcontroller_constraint_based_3e7fef1f/attempt_2.java,outputs/llama3-70b-8192_org_springframework_samples_petclinic_owner_visitcontroller_constraint_based_3e7fef1f/Corrected_attempt.java,0.0420784188715333,GeneratedTest_llama3_70b_8192_org_springframework_samples_petclinic_owner_visitcontroller_constraint_based_3e7fef1f
6,"2025-08-13 20:44:08",llama3-70b-8192_org_springframework_samples_petclinic_vet_vet_guided_tree_of_thought_3cafd665,outputs/llama3-70b-8192_org_springframework_samples_petclinic_vet_vet_guided_tree_of_thought_3cafd665/attempt_2.java,outputs/llama3-70b-8192_org_springframework_samples_petclinic_vet_vet_guided_tree_of_thought_3cafd665/Corrected_attempt.java,0.54786771105309,GeneratedTest_llama3_70b_8192_org_springframework_samples_petclinic_vet_vet_guided_tree_of_thought_3cafd665
7,"2025-08-13 20:44:08",llama3-70b-8192_org_springframework_samples_petclinic_owner_pettypeformatter_chain_of_thought_bb76d001,outputs/llama3-70b-8192_org_springframework_samples_petclinic_owner_pettypeformatter_chain_of_thought_bb76d001/attempt_2.java,outputs/llama3-70b-8192_org_springframework_samples_petclinic_owner_pettypeformatter_chain_of_thought_bb76d001/Corrected_attempt.java,0.0580976863753213,GeneratedTest_llama3_70b_8192_org_springframework_samples_petclinic_owner_pettypeformatter_chain_of_thought_bb76d001
8,"2025-08-13 20:44:08",llama3-70b-8192_org_springframework_samples_petclinic_owner_petvalidator_guided_tree_of_thought_65651138,outputs/llama3-70b-8192_org_springframework_samples_petclinic_owner_petvalidator_guided_tree_of_thought_65651138/attempt_2.java,outputs/llama3-70b-8192_org_springframework_samples_petclinic_owner_petvalidator_guided_tree_of_thought_65651138/Corrected_attempt.java,0.063006300630063,GeneratedTest_llama3_70b_8192_org_springframework_samples_petclinic_owner_petvalidator_guided_tree_of_thought_65651138
9,"2025-08-13 20:44:08",llama3-70b-8192_org_springframework_samples_petclinic_vet_vetcontroller_chain_of_thought_08d16ac9,outputs/llama3-70b-8192_org_springframework_samples_petclinic_vet_vetcontroller_chain_of_thought_08d16ac9/attempt_2.java,outputs/llama3-70b-8192_org_springframework_samples_petclinic_vet_vetcontroller_chain_of_thought_08d16ac9/Corrected_attempt.java,0.000962463907603465,GeneratedTest_llama3_70b_8192_org_springframework_samples_petclinic_vet_vetcontroller_chain_of_thought_08d16ac9
10,"2025-08-13 20:44:08",llama3-70b-8192_org_springframework_samples_petclinic_owner_pettypeformatter_role_playing_c1b437cd,outputs/llama3-70b-8192_org_springframework_samples_petclinic_owner_pettypeformatter_role_playing_c1b437cd/attempt_2.java,outputs/llama3-70b-8192_org_springframework_samples_petclinic_owner_pettypeformatter_role_playing_c1b437cd/Corrected_attempt.java,0.0,GeneratedTest_llama3_70b_8192_org_springframework_samples_petclinic_owner_pettypeformatter_role_playing_c1b437cd
